5.6	6.47506070594
6.6	6.2499096995
6.8	6.06209936865
6.4	5.58013575589
8.7	5.4898814925
4.3	4.30922578444
6.9	6.27746817572
7.4	6.19215666864
7.8	6.36234403261
4.2	4.2160621369
7.8	6.29320891806
7.6	7.05303756034
6.8	6.24133540069
7.1	5.94695003017
5.9	6.07171971051
5.0	6.08072561103
8.0	6.9499636317
7.3	6.28761803948
7.4	6.25241712727
5.3	6.09693124668
7.1	6.65403561666
7.7	6.47320583067
6.3	6.16779515188
7.4	6.88104734801
4.3	6.42301776562
6.7	6.32792480168
8.1	6.71038581844
5.8	6.05541230848
5.8	5.65022211446
6.7	6.78135039015
7.1	6.26749233885
7.3	6.63337718252
6.6	6.17195621352
6.2	6.26896819569
6.9	6.08235110422
5.7	6.39955968699
5.2	5.80524131285
7.4	6.30542004991
4.9	4.94191457016
7.3	6.20489620653
7.3	5.76887496999
5.3	6.43511658131
5.1	5.74330725884
6.3	5.89315844144
7.3	7.03143853957
6.1	6.36963419807
8.0	6.82464077449
5.8	6.28712424988
6.2	6.09253367616
6.8	6.46169905589
4.9	5.83545701034
5.8	5.79982955177
6.7	6.55545388893
7.3	6.26656542972
6.1	6.55043240747
6.8	6.13343646114
6.9	5.6527163822
6.6	6.53640164551
7.0	6.17300565564
6.0	6.23909840057
6.9	6.29139889289
6.7	6.46188441047
7.3	6.99961780166
5.9	5.91888368904
6.6	6.50135203384
5.7	5.8221047821
7.8	6.20663510542
6.5	6.4389919119
6.9	6.86527299875
3.8	3.81716787837
5.5	6.52466071628
6.5	6.32660663019
7.8	6.37630117559
6.8	6.03181375252
6.5	6.05165519279
6.0	6.33532110623
6.2	6.19806469208
7.6	7.58835949128
4.6	5.84382646956
5.9	6.44328883289
7.4	6.67004276666
4.1	6.34572297878
6.1	5.82654339319
7.2	6.61550075801
6.9	6.74979584056
4.2	6.12585702925
6.4	6.56058035206
6.9	5.61510737231
5.4	6.53841391551
6.7	6.03731020442
5.7	7.03526348489
7.3	6.29376498526
2.0	5.77816116721
5.8	4.62859554831
5.6	6.89976981549
6.5	6.22952043054
6.8	6.21103391246
6.5	6.51909367001
6.1	6.17879479138
5.8	6.41390912586
6.7	6.26469020184
5.6	6.44947141519
6.2	6.21478201934
6.0	6.00429194043
6.1	6.51473390547
5.6	6.08552285135
6.1	6.24677193847
7.2	7.07337130987
8.0	6.55729658666
7.6	6.51469895922
6.3	6.04833213294
7.0	6.06677046719
6.8	6.65674316439
5.2	6.35386168234
5.7	6.33856915832
7.2	6.85154786659
7.8	6.38254744889
6.4	6.79585193851
6.8	6.51259881725
6.9	6.89949539808
6.2	6.39055468982
5.4	6.28465506113
7.4	6.55789019768
7.2	7.19709474768
4.9	6.26495152054
5.9	6.12298473047
6.8	6.39371704362
6.6	6.26202432117
7.0	6.50748922106
6.2	6.543390137
6.7	6.69997051321
5.0	5.00378588807
6.4	6.46387456445
6.2	6.36948904049
6.7	6.69963913145
5.9	6.60795372808
7.2	6.32046611811
7.2	5.79530282342
5.4	5.80022360603
6.1	6.09140249043
7.2	6.93705092878
7.4	7.01243051642
5.8	6.52033464882
7.6	6.32453651724
6.4	6.39847513042
7.9	6.77982459804
4.6	6.25227056149
5.6	6.95019344614
7.1	6.18932029593
7.0	6.67698679908
7.8	5.5121990669
6.9	6.12380842462
6.4	6.79864061382
7.1	6.77205217314
5.9	6.26870389061
6.1	6.10372130029
6.1	6.5448529991
7.8	6.50538617472
8.7	5.91843193967
5.9	5.72045497776
6.1	6.5004115101
5.8	6.28920583696
7.2	6.87794940559
8.6	6.35972739935
4.6	4.60688639403
7.9	6.92227787642
6.3	6.59077597244
6.3	6.18045885593
6.8	6.73042977727
8.0	7.99059301012
